contact_id,municipality_id,entity_type,name,title,role_normalized,role_family,department,department_normalized,email,email_type,phone,phone_ext,address,hours,page_type,source_url,display_confidence,is_likely_noise,rn
ctc_5e6329adda7fdc3e8030,ct_danbury,role,,Treasurer,Treasurer,finance,"Coffey, Bill Treasurer",Finance,,unknown,2037461439,,19 New Street Danbury CT 06810,City Hall Hours Monday - Wednesday 7:30AM to 6:00PM Thursday,staff_directory,https://www.danbury-ct.gov/Directory.aspx?did=16,1.0,0,1
ctc_0af5c49f332aa0d63e6e,ct_enfield,role,,Assessor,Assessor,assessor,Assessor,Assessor,assessor@enfield.org,role_based,8602536339,,1 Street and January 1 Street All bills are mailed the last week of June with enough copies for each installment Real Estate taxes cover from July 1 Street of the current year through June 30 th of the following year To ensure you rec,"EMERGENCY ALERT Building Inspection and Planning & Zoning Departments Read On... Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Services Departments Community Government ARPA Search Home FAQ All categories Snow Removal Sewer Billing Sewer Use Fee Magic Carpet Bus Service EHSB Committee Engineering Police Department Finance Human Resources Fire Department, Enfield Fire District No.1 Assessment and Revenue Collection Emergency Medical Services Town Clerk Fleet Maintenance Town Manager Building Inspection Registrar of Voters Neighborhood Services Assessor - Revaluation Frequently Asked Questions Below you will find information that might help you understand how to find things or learn about information you might need to know about your city or town. Assessment and Revenue Collection 4 All Content What should I do if I got rid of a vehicle? Do not ignore your bill. Please provide the Assessor with the proper documentation for an adjustment to your motor vehicle assessment. Assessment and Revenue Collection How do I view the Assessor Database? Please refer to Vision Government Solutions Website / . Assessment and Revenue Collection How do I view and pay my taxes? Please visit our Tax Payment Portal to view and pay your taxes. Assessment and Revenue Collection When will I receive my tax bills and when will they be due? Real Estate Taxes over $100 are due in two installments, on July 1 st and January 1 st . All bills are mailed the last week of June with enough copies for each installment. Real Estate taxes cover from July 1 st of the current year through June 30 th of the following year. To ensure you receive a copy of your bill, your mailing address must be updated with the Assessor's office at (860) 253 - 6339 or by email at assessor@enfield.org . Note: No bill will be mailed for the January installment. when you purchase a new property. when you change mailing addresses. If you have paid off your mortgage, contact the tax office at (860) 253 - 6340 or by email taxcollector@enfield.org . Personal Property Taxes over $100 are due in two installments, on July 1 st and January 1 st . All bills are mailed the last week of June with enough copies for each installment. Personal Property taxes cover a business that was operating on October 1 st of the previous year. To ensure you receive a copy of your bill, your mailing address must be updated with the Assessor's office at (860) 253 - 6339 or by email at assessor@enfield.org . Note: No bill will be mailed for the January installment. Regular Motor Vehicle Taxes are due in one installment on July 1 st . Bills are mailed for any vehicle registered in Enfield as of October 1 st of the previous year. Motor Vehicle taxes cover from October 1 st of the previous year through September 30 th of the following year. To ensure you receive a copy of your bill, your mailing address must be updated with the Department of Motor Vehicles and the Post Office. Supplemental Motor Vehicle Taxes are due in one installment on January 1 st . Bills are mailed for any vehicle registered in Enfield between October 2 nd and September 30 th of the following year. To ensure you receive a copy of your bill, your mailing address must be updated with the Department of Motor Vehicles and the Post Office. REMINDER: NO SECOND BILL WILL BE SENT. The July bills for the Real Estate and Personal Property taxes have 3 parts. Part C is for the taxpayer’s records for both payments (which can be stamped by the office when paid). Part B is for the January 1st installment, and Part A is for the July 1st installment. Warning: Electronic bill pay services may not mail your payment when you expect them to! You use these services at your own risk. These payments come to us WITHOUT POSTMARK and must be RECEIVED BY US before the last day to pay in order to be considered timely. Please read the instructions and warnings provided by your own bank before using it! Assessment and Revenue Collection Assessment and Revenue Collection 4 What should I do if I got rid of a vehicle? How do I view the Assessor Database? How do I view and pay my taxes? When will I receive my tax bills and when will they be due? Online Services Agendas & Minutes Stay Connected Maps & Property Info Report a Concern Employment Contact Us Enfield Town Hall | 820 Enfield Street, Enfield, CT 06082 - 2997 Hours: Monday - Friday | 9:00 a.m. - 5:00 p.m. Phone: (860) 253 - 6300 Quick Links Home Site Map Accessibility Copyright Notices /QuickLinks.aspx Home Site Map Accessibility Copyright Notices /QuickLinks.aspx Government Websites by CivicPlus®",other,https://www.enfield-ct.gov/m/faq?cat=28,1.0,0,1
ctc_0a65dc03bb55f5fbb5f6,ct_enfield,role,,building official,Building Official,building,,Building,,unknown,8602536300,,"820 Enfield Street, Enfield, CT 06082-2997 Hours: Monday - Friday | 9:00 a.m - 5:00 p.m Phone: (","EMERGENCY ALERT Building Inspection and Planning & Zoning Departments Read On... Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Services Departments Community Government ARPA Search Vacancies/Reappointments Agricultural Commission Aquifer Protection Agency Area Cable Television Advisory Committee Athletic Hall of Fame Committee Blight Review Committee Board of Assessment Appeals Board of Education Building Code Board of Appeals Charter Revision Commission Commission on Aging Connecticut Water Company Advisory Council Conservation Commission Economic Development Commission Enfield Culture and Arts Commission Enfield Beautification Committee Areas Open for Adoption Beautification Committee Flag Project Enfield Clean Sweep Ethics Commission Fair Rent Commission Historic District Commission Inland Wetlands & Watercourses Agency JFK Building Committee Joint Facilities Committee Library Board of Trustees Loan Review Committee North Central District Health Department Patriot Award Committee Planning & Zoning Commission Prison / Town Liaison Committee Tax Increment Financing Advisory Committee Town Council Adopted Budgets Town Council Priorities, Goals & Objectives Economic Development Education Infrastructure & Facilities Public Safety Quality of Life Town Charter FY 2027 Budget Water Pollution Control Authority Zoning Board of Appeals Home Government Boards, Committees & Commissions Building Code Board of Appeals Building Code Board of Appeals Regulations A board of appeals shall be appointed by each municipality. Such board shall consist of five members, all of whom shall meet the qualifications set forth in the State Building Code. A member of a board of appeals of one municipality may also be a member of the board of appeals of another municipality (C.G.S. 29 - 266(a)). One member of the board of appeals shall be appointed from the general public. The other four members shall have at least five years experience each in building design, building construction, or supervision of building construction (C.S.B.C. 112.2.1 amd). The board shall annually select one of its members to serve as chairman (C.S.B.C. 112.2.2 amd). Each appeal shall be heard in the municipality for which the building official serves within five days, exclusive of Saturdays, Sundays, and legal holidays, after the date of receipt of the appeal (C.S.B.C. 112.3 amd). Source : Connecticut General Statutes (C.G.S.) and the 1999 Connecticut State Building Code (C.S.B.C.). Online Services Agendas & Minutes Stay Connected Maps & Property Info Report a Concern Employment Contact Us Enfield Town Hall | 820 Enfield Street, Enfield, CT 06082 - 2997 Hours: Monday - Friday | 9:00 a.m. - 5:00 p.m. Phone: (860) 253 - 6300 Quick Links Home Site Map Accessibility Copyright Notices /QuickLinks.aspx Home Site Map Accessibility Copyright Notices /QuickLinks.aspx Government Websites by CivicPlus®",department_page,https://www.enfield-ct.gov/716/Building-Code-Board-of-Appeals,0.9900000000000001,0,1
ctc_73a07d4fe58cc743708b,ct_enfield,role,,mayor,Mayor,chief_executive,Zoning,Planning & Zoning,,unknown,8602536300,,5 of the CT general statutes The responsibility of the board is to hear and decide appeals,"EMERGENCY ALERT Building Inspection and Planning & Zoning Departments Read On... Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Services Departments Community Government ARPA Search Vacancies/Reappointments Agricultural Commission Aquifer Protection Agency Area Cable Television Advisory Committee Athletic Hall of Fame Committee Blight Review Committee Board of Assessment Appeals Board of Education Building Code Board of Appeals Charter Revision Commission Commission on Aging Connecticut Water Company Advisory Council Conservation Commission Economic Development Commission Enfield Culture and Arts Commission Enfield Beautification Committee Areas Open for Adoption Beautification Committee Flag Project Enfield Clean Sweep Ethics Commission Fair Rent Commission Historic District Commission Inland Wetlands & Watercourses Agency JFK Building Committee Joint Facilities Committee Library Board of Trustees Loan Review Committee North Central District Health Department Patriot Award Committee Planning & Zoning Commission Prison / Town Liaison Committee Tax Increment Financing Advisory Committee Town Council Adopted Budgets Town Council Priorities, Goals & Objectives Economic Development Education Infrastructure & Facilities Public Safety Quality of Life Town Charter FY 2027 Budget Water Pollution Control Authority Zoning Board of Appeals Home Government Boards, Committees & Commissions Zoning Board of Appeals Zoning Board of Appeals Superior Court Hearing Notice Docket No. HHD - CV - 21 - 6143003 - S and HHD - CV - 24 - 6186717 - S. Click here for details. ZBA 12/15/25 Legal Action Ad. The next regular meeting is scheduled on April 27, 2026. Fourth Monday of each month *Third Monday in May and December to observe holiday Agendas & Minutes All application materials are available for public view in the Planning Department. Meeting Materials - Civic Clerk Link to Agenda and Master Packet YouTube Link: https://www.youtube.com/user/EnfieldTelevision ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ Missed the meeting? No worries! Click this link to Civic Clerk to view previous agendas and minutes. ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ Members There are 8 persons appointed by the mayor with consent of the council. The committee is also staffed by: 5 regular resident members, 4 year term no more than 3 of these members may be of the same political party 3 alternate resident members, 4 year term no more than 2 of these members may be of the same political party Commission Members Information Link Done Editing No member of the planning and zoning commission shall be eligible for appointment to the zoning board of appeals as a regular or an alternate member. Zoning Board of Appeals Bylaws Committee Goals The Zoning Board of Appeals was created in accordance with Title 8, Chapter 124, Section 8 - 5 of the CT general statutes. The responsibility of the board is to hear and decide appeals where it is alleged that there is an error in any order, requirement or decision made by the official charged with the enforcement of chapter 124 or any bylaw, ordinance or regulation adopted under the provisions of this chapter and to hear and decide all matters including special exceptions and special exemptions under section 8 - 2g upon which it is required to pass by the specific terms of the zoning bylaws, ordinance or regulations in harmony with their general purpose and intent and with the due consideration for conserving the public health, safety, convenience, welfare and property values solely with respect to a particular parcel of land. Online Services Agendas & Minutes Stay Connected Maps & Property Info Report a Concern Employment Contact Us Enfield Town Hall | 820 Enfield Street, Enfield, CT 06082 - 2997 Hours: Monday - Friday | 9:00 a.m. - 5:00 p.m. Phone: (860) 253 - 6300 Quick Links Home Site Map Accessibility Copyright Notices /QuickLinks.aspx Home Site Map Accessibility Copyright Notices /QuickLinks.aspx Government Websites by CivicPlus®",department_page,https://www.enfield-ct.gov/711/Zoning-Board-of-Appeals,1.0,0,1
ctc_d5dc9bd84a65c365a98e,ct_enfield,person,Historic District,,Planner,planning_zoning,Planning,Planning & Zoning,planningzoningservice@enfield.org,role_based,8602536355,,810 Enfield Street,Hours: Monday - Friday | 9:00 a.m. - 5:00 p.m.,department_page,https://www.enfield-ct.gov/153/Planning-Zoning,1.0,0,1
ctc_2f5c90bbe71f9cd96a7d,ct_enfield,role,,Tax Collector,Tax Collector,tax_collector,Tax Collector's Office,Tax Collector,taxcollector@enfield.org,role_based,8602536340,,"800 Enfield Street Enfield, CT 06082 Mailing Address 820 Enfield Street Enfield, CT 06082 Phone:","Contact Us Tax Collector Email the Tax Collector's Office Physical Address 800 Enfield Street Enfield, CT 06082 Mailing Address 820 Enfield Street Enfield, CT 06082 Phone: 860 - 253 - 6340 Hours Monday through Friday 9 a.m. to 5 p.m. Directory Revenue Collection Tax Calculator FY 2026 Correcting Clerical Mistakes and Obtaining Tax Refunds Motor Vehicles Property Tax Exemptions, Abatements and Credits Waiver of Taxes or Interest Taxe s Town Lowers Interest Rate Covid - 19 Lookup and payment portal Tax Sale 2025 TBD Properties & Procedures",department_page,https://www.enfield-ct.gov/170/Tax-Collectors-Office,1.0,0,1
ctc_302b7b124211336fdb42,ct_enfield,role,,Town Clerk,Town Clerk,town_clerk,Sheila M Bailey Town Clerk Email,Town Clerk,sbailey@enfield.org,direct,8602536440,,"820 Enfield Street Enfield, CT 06082 Phone: 860-253-6440 Hours Monday - Friday 9 a.m - 5 p.m D","Contact Us Sheila M Bailey Town Clerk Email Physical Address 820 Enfield St. Enfield, CT 06082 Phone: 860 - 253 - 6440 Hours Monday - Friday 9 a.m. - 5 p.m. Directory",department_page,https://www.enfield-ct.gov/415/Town-Clerk,1.0,0,1
ctc_84c54f74538f10e070d4,ct_enfield,role,,Town Manager,Town Manager,chief_executive,,Town Manager,townmanager@enfield.org,direct,8602536350,,5 and Elm Street Town Charter Town Council Home Departments Town Manager Town Manager Mission Th,"EMERGENCY ALERT Building Inspection and Planning & Zoning Departments Read On... Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Services Departments Community Government ARPA Search Budget Info Enfield Community Garden Enfield Farmer's Market Gazebo / Town Green Application Patriot Award Committee Project & Activities Report (PAR) Sign Board Route 5 and Elm Street Town Charter Town Council Home Departments Town Manager Town Manager Mission The mission of the Manager's Office is to serve the public by continuously working to create, develop and maintain the organizational capacity, competence and environment to effectively deliver services demanded by the taxpayers through the elected officials with optimum efficiency. The office serves as liaison between the administrative staff and the Town Council for all operations, recommends development of policies for the Council and is responsible for implementing those policies and programs. PK - 5 Districtwide Master Plan ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ Refuse Collection and Disposal Analysis Final Report Snow and Ice Control Plan - Department of Public Works Town Council Presentations Town Council Meeting 4/7/26 FY27 - Town of Enfield Budget Presentation Town Council Meeting 3/30/26 FY27 - Board of Education Approved Budget Town Council Meeting 2/17/26 Reflecting on the Last Year Town Council Meeting 1/20/26 Parkman Roof Town Council Meeting 12/15/25 Snow and Roads 2026 Town Council Meeting 12/1/25 Enfield Revaluation 2026 Veteran's Law Changes & Local Options Fire Departments of Enfield Consolidation 2025 Town Council Meeting 11/17/25 Internal Audit of Financial Operations - Enfield Public Schools - Presentation Internal Audit of Financial Operations - Enfield Public Schools - Audit Town Council Meeting 10/20/25 Roof Replacement and Roads 2021 Town Council Meeting 5/19/25 CRCOG Presentation - Armory Line Town Council Special Meeting 4/16/25 FY2026 Budget Presentation Town Council Meeting 12/2/24 DPW Presentation Town Council Meeting 11/18/24 920 Enfield Street Sewer Main Break Update Nathan Hale Presentation Municipal Memo 2024 Bylaws and Concurrent Ordinance FINAL CCSWA Ordinance Redlines Town Council Special Meeting 9/16/24 North River Street Development Presentation Town Council Special Meeting 5/13/2024 Enfield Marketplace Presentation Town Council Meeting 4/15/2024 FY2025 Budget Presentation SLR Field Analysis Presentation Town Council Meeting 2/20/2024 FY25 Preliminary Budget Presentations Town Council Meeting 1/22/2024 Capital Workforce Partners https://youtu.be/l0HFFfQtbao?si=Ab8yHxCBs4penNBg Roofs WPCP Presentation Town Council Orientation 1/13/2024 Building Department Libraries DPW Economic & Community Development EMS Finance IT Planning & Zoning Town Clerk Police Department Social Services Contact Us Town Manager Physical Address 820 Enfield St. Enfield, CT 06082 Phone: 860 - 253 - 6350 Fax: 860 - 253 - 6310 Hours Monday - Friday 9 a.m. - 5 p.m. Directory Matthew W. Coppler Town Manager Email Online Services Agendas & Minutes Stay Connected Maps & Property Info Report a Concern Employment Contact Us Enfield Town Hall | 820 Enfield Street, Enfield, CT 06082 - 2997 Hours: Monday - Friday | 9:00 a.m. - 5:00 p.m. Phone: (860) 253 - 6300 Quick Links Home Site Map Accessibility Copyright Notices /QuickLinks.aspx Home Site Map Accessibility Copyright Notices /QuickLinks.aspx Government Websites by CivicPlus®",other,https://www.enfield-ct.gov/443/Town-Manager,1.0,0,1
ctc_dafd60a7b17e90123f11,ct_enfield,person,of Finance,Deputy Director of Finance/Treasurer,Treasurer,finance,,Finance,,unknown,8602536334,,820 Enfield Street,Hours: Monday - Friday | 9:00 a.m. - 5:00 p.m.,staff_directory,https://www.enfield-ct.gov/Directory.aspx?did=4,1.0,0,1
ctc_bb7e180f3de079bf908d,ct_ledyard,person,Adrianna Hedwall,"Due to unforeseen circumstances, staffing in the Assessor’s Office will be limited throughout the month of January. We apologize for any inconvenience and appreciate your patience",Assessor,assessor,assessor,Assessor,assessor@ledyardct.org,role_based,8604648740,,15 P.M Quick Links Town of Ledyard Adopted Budget Town of Ledyard Charter Town of Ledyard Ordinances Town of Ledyard Street Map Job Opportunities /QuickLinks.aspx Site Links Home Site Map Accessibility C,"Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Search Doing Business Our Community Our Town Departments How Do I...? Home Departments Tax Assessor Assessor's Notice A A Assessor's Notice Assessor’s Office Notice Pursuant to CT. General Statutes, the property revaluation in Ledyard has been completed. Below are residential valuation increases. Additionally, the links below will provide sales data used to establish the statistical analysis. Overall Residential Increase: Median 51%; Average 59% Single Family Increase: Median 51%; Average 58% Condominium Increase: Median 101%; Average 112% Mobile Home Increase: Median 77%; Average 86% Multi Family Increase: Median 69%; Average 79% The current mil rate of 37.14 will be reduced substantially to reflect the change in property values. As the data is not yet final (motor vehicles, appeals, etc), the actual adjusted mil rate (assuming zero increased spending) is not final, however, it is estimated to fall to 26.05. All new assessment notices were sent via USPS at the beginning of December. If you received your notice late or missed the deadline for an informal hearing with Vision Government Solutions Inc, you still have the right to appeal. Board of Assessment Appeals applications will be accepted until February 19, 2026. You may access these forms at www.ledyardct.org on the Tax Assessment page, by email or phone request, or you may pick them up at your convenience during normal business hours. Due to unforeseen circumstances, staffing in the Assessor’s Office will be limited throughout the month of January. We apologize for any inconvenience and appreciate your patience. The most efficient way to track and follow up on questions regarding new tax bills and assessments is through email to assessor@ledyardct.org If you would like to review the sales that were used in our statistical analysis, please visit www.vgsi.com View Property Assessment, Connecticut, Ledyard, Sales Search. You may direct any questions to assessor@ledyardct.org Thank you in advance for your cooperation during this very hectic time of year. View the PDF: Here Assessor's Notice 2025 Revaluation 2024 Motor Vehicle Assessment Changes Personal Property Declaration - Short Form - Writable Antique, Rare or Special Interest MV Affidavit Assessment Information Duties & Functions of the Assessor's Office Elderly/Totally Disabled & Added Veteran Exemption 100% Permanent & Total Veterans Exemption Form Grand List Comparative Totals 2023, 24 & 25 (PDF) Farm & Forest Land Military Exemption Personal Property Declaration - Long Form - Writable Personal Property Declaration Instructions (PDF) Personal Property Declaration Notice (PDF) Personal Property Status Affidavit Pro - Rating Motor Vehicle Tax Bills Real Estate Valuations Tax Exempt Organization Application Form Income and Expense Form (PDF) Online Payments GIS Agendas & Minutes Explore Ledyard Trash & Recycling Notify Me® Contact Us 741 Colonel Ledyard Highway Ledyard, CT 06339 - 1511 Phone: 860 - 464 - 8740 Town Hall Hours: Monday - Thursday 7:30 A.M. to 4:45 P.M. Tax Collector’s Office Hours: Monday - Thursday 7:30 A.M. to 4:15 P.M. Quick Links Town of Ledyard Adopted Budget Town of Ledyard Charter Town of Ledyard Ordinances Town of Ledyard Street Map Job Opportunities /QuickLinks.aspx Site Links Home Site Map Accessibility Copyright Notices /QuickLinks.aspx Government Websites by CivicPlus®",department_page,https://www.ledyardct.org/788/Assessors-Notice,1.0,0,1
ctc_a5596372f9ecb8abf93e,ct_ledyard,person,Seumas Quinn,Building Official,Building Official,building,Building Official,Building,building.official@ledyardct.org,role_based,8604643214,,,Town Hall Hours: Monday - Thursday 7:30 A.M. to 4:45 P.M. Tax Collector’s Office Hours: Monday - Thursday 7:30 A.M. to 4:15 P.M.,department_page,https://www.ledyardct.org/91/Building-Department,1.0,0,1
ctc_0dffba0e2afc31b09cd6,ct_ledyard,role,,Assistant Finance Director,Finance Director,finance,,Finance,,unknown,8604643258,,,Town Hall Hours: Monday - Thursday 7:30 A.M. to 4:45 P.M. Tax Collector’s Office Hours: Monday - Thursday 7:30 A.M. to 4:15 P.M.,staff_directory,https://www.ledyardct.org/Directory.aspx?did=17,1.0,0,1
ctc_66c5b0a328a9fe0b9ba0,ct_ledyard,role,,Land Use Assistant II,Land Use,planning_zoning,"Gienau, Hannah Zoning & Wetlands Official Wynn, Anna Land Use Assistant II",Planning & Zoning,,unknown,8604643216,,,Town Hall Hours: Monday - Thursday 7:30 A.M. to 4:45 P.M. Tax Collector’s Office Hours: Monday - Thursday 7:30 A.M. to 4:15 P.M.,staff_directory,https://www.ledyardct.org/Directory.aspx?did=3,1.0,0,1
ctc_f9570c4f5312ff1df51f,ct_ledyard,role,,Mayor,Mayor,chief_executive,,Mayor's Office,mayor@ledyardct.org,direct,8604643221,,15 P.M Quick Links Town of Ledyard Adopted Budget Town of Ledyard Charter Town of Ledyard Ordinances Town of Ledyard Street Map Job Opportunities /QuickLinks.aspx Site Links Home Site Map Accessibility C,"Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Search Doing Business Our Community Our Town Departments How Do I...? Home Departments Mayor's Office A A Mayor's Office Overview The Mayor’s Office exists to efficiently serve and fulfill the requirements of the community for the residents of the Town of Ledyard by ensuring a safe and pleasant community in which to live, learn, work, and develop. Contact Us MAYOR’S OFFICE 741 Colonel Ledyard Highway Ledyard, CT 06339 - 1511 Hours Monday - Thursday 7:30 a.m. - 4:45 p.m. Fred Allyn, III Mayor Phone: 860 - 464 - 3221 Fax: 860 - 464 - 1126 Email Jessica Michaud Mayoral Assistant Phone: 860 - 464 - 3222 Fax: 860 - 464 - 1126 Email Staff Directory Mayor Contacts Public Service Announcements Online Payments GIS Agendas & Minutes Explore Ledyard Trash & Recycling Notify Me® Contact Us 741 Colonel Ledyard Highway Ledyard, CT 06339 - 1511 Phone: 860 - 464 - 8740 Town Hall Hours: Monday - Thursday 7:30 A.M. to 4:45 P.M. Tax Collector’s Office Hours: Monday - Thursday 7:30 A.M. to 4:15 P.M. Quick Links Town of Ledyard Adopted Budget Town of Ledyard Charter Town of Ledyard Ordinances Town of Ledyard Street Map Job Opportunities /QuickLinks.aspx Site Links Home Site Map Accessibility Copyright Notices /QuickLinks.aspx Government Websites by CivicPlus®",other,https://www.ledyardct.org/186/Mayors-Office,1.0,0,1
ctc_05f0588ffabd12e18d0b,ct_ledyard,person,of Land Use,Planner,Planner,planning_zoning,Planning,Planning & Zoning,planner@ledyardct.org,direct,8604643215,,,Town Hall Hours: Monday - Thursday 7:30 A.M. to 4:45 P.M. Tax Collector’s Office Hours: Monday - Thursday 7:30 A.M. to 4:15 P.M.,department_page,https://www.ledyardct.org/64/Planning-Zoning-Commission,1.0,0,1
ctc_ce33c37367dbfe6a9086,ct_ledyard,person,Laurie Marcotte,Assistant to the Tax Collector,Tax Collector,tax_collector,Laurie Marcotte Assistant to the Tax Collector Phone: Email,Tax Collector,collector.asst@ledyardct.org,role_based,8604643232,,15 P.M Quick Links Town of Ledyard Adopted Budget Town of Ledyard Charter Town of Ledyard Ordinances Town of Ledyard Street Map Job Opportunities /QuickLinks.aspx Site Links Home Site Map Accessibility C,"Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Search Doing Business Our Community Our Town Departments How Do I...? Home Departments Tax Collector A A Tax Collector Responsibilities The Tax Collector's Office is responsible for the administration and the collection of revenue in conformity with Connecticut State Statute, ordinances, and established policy. Frequently Asked Questions When to Contact the Assessor's Office Generally, questions concerning the following should be directed to the Assessor’s Office at 860 - 464 - 3239: Adjustments Assessed value Exemptions or credits Improper motor vehicle tax billing Tax relief programs When to Contact the Tax Collector's Office Questions about the following should be directed to the Tax Collector’s Office telephone 860 - 464 - 3232: Amounts paid Billings Delinquent taxes Interest charged Tax balances due For more information, please click on the FAQs QUICK LINKS on the right or contact the appropriate office Contact Us TAX COLLECTOR 741 Colonel Ledyard Highway Ledyard, CT 06339 - 1511 Hours Monday - Thursday 7:30 a.m. - 4:15 p.m. Kathleen Damicis Tax Collector Email Laurie Marcotte Assistant to the Tax Collector Phone: 860 - 464 - 3232 Email Staff Directory Quick Links FAQs View All /QuickLinks.aspx Pay Taxes Online Tax Payment History Search | Jan 1, 2025 - Dec 31, 2025 Tax Collector's Notice (PDF) Online Payments GIS Agendas & Minutes Explore Ledyard Trash & Recycling Notify Me® Contact Us 741 Colonel Ledyard Highway Ledyard, CT 06339 - 1511 Phone: 860 - 464 - 8740 Town Hall Hours: Monday - Thursday 7:30 A.M. to 4:45 P.M. Tax Collector’s Office Hours: Monday - Thursday 7:30 A.M. to 4:15 P.M. Quick Links Town of Ledyard Adopted Budget Town of Ledyard Charter Town of Ledyard Ordinances Town of Ledyard Street Map Job Opportunities /QuickLinks.aspx Site Links Home Site Map Accessibility Copyright Notices /QuickLinks.aspx Government Websites by CivicPlus®",department_page,https://www.ledyardct.org/184/Tax-Collector,1.0,0,1
ctc_a425388d1118969ebb06,ct_ledyard,role,,Assistant Town Clerk,Town Clerk,town_clerk,Assistant Town Clerk Phone: Fax: Email,Town Clerk,town.clerk.asst@ledyardct.org,role_based,8604641126,,15 P.M Quick Links Town of Ledyard Adopted Budget Town of Ledyard Charter Town of Ledyard Ordinances Town of Ledyard Street Map Job Opportunities /QuickLinks.aspx Site Links Home Site Map Accessibility C,"Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Search Doing Business Our Community Our Town Departments How Do I...? Home Departments Town Clerk A A Town Clerk Our Pledge If there is a question to which we do not know the answer, we will do our best to get it for you, or put you in contact with the person who knows the answer. Please Be Considerate Make and take your phone calls outside the office, no pets in the office, and no food or drink in the vault. Everyone will be appreciative! Dont' know who to contact? Try the Whom Do I Contact For What? (PDF) contact list. The Clerk of the Town* ""If you want to get married, or fish in the sea, If you vote by machine, or you vote absentee, Whatever your problem turns out to be, It's the work of the Clerk of the Town. We're concerned with such things As the sex of a dog And how many bees in a hive And we file, we record, we attach and attest Anything... be it dead or alive. Whatever goes on in the Town we record, And we're ready to help as you enter our door, Though we may become frazzled, we never get bored, Here's a 'welcome!' from your Clerk of the Town."" *Freely adapted and modified from the CT Town Clerks Association, September 1978. Contact Us Town Clerk’s Office 741 Colonel Ledyard Highway Ledyard, CT 06339 - 1511 Map Hours Monday - Thursday 7:30 a.m. - 4:45 p.m. Patricia A. Riley Town Clerk Phone: 860 - 464 - 3229 Fax: 860 - 464 - 1126 Email Lisa Sartori Assistant Town Clerk Phone: 860 - 464 - 3257 Fax: 860 - 464 - 1126 Email Note Please arrive no later than 4:15 p.m. for marriages and 4:30 p.m. for land recordings. If we do not answer our phone immediately, it’s usually because we are assisting other residents. Please leave name, phone number and a brief message and we will return your call. Staff Directory Boards, Commissions & Committees Copies of Documents in the Clerk's Office Certificates Birth Certificates Death Certificates Trade Name Certification Connecticut Statutes Historical Information Freedom of Information Act (FOIA) Justice of the Peace Land Records Licenses Application for Archery Hunting on Town Property Dog Licenses Marriage License Sportsman's License(Fishing, Hunting, Trapping) Maps Meeting Notices, Agendas, Minutes, Reports Notary Public Oaths Ordinances Passports Permits Liquor Permits Probate Court Resolutions Selective Service Veteran's Discharge & Military Records Voting Information & Absentee Ballots Writs, Summons, Complaints Cigarette Dealer/Retailer License Notice Online Payments GIS Agendas & Minutes Explore Ledyard Trash & Recycling Notify Me® Contact Us 741 Colonel Ledyard Highway Ledyard, CT 06339 - 1511 Phone: 860 - 464 - 8740 Town Hall Hours: Monday - Thursday 7:30 A.M. to 4:45 P.M. Tax Collector’s Office Hours: Monday - Thursday 7:30 A.M. to 4:15 P.M. Quick Links Town of Ledyard Adopted Budget Town of Ledyard Charter Town of Ledyard Ordinances Town of Ledyard Street Map Job Opportunities /QuickLinks.aspx Site Links Home Site Map Accessibility Copyright Notices /QuickLinks.aspx Government Websites by CivicPlus®",department_page,https://www.ledyardct.org/429/Town-Clerk,1.0,0,1
ctc_9560323227ce821a128a,ct_middlefield,role,,Assessor,Assessor,assessor,Planning,Planning & Zoning,rnewton@middlefieldct.org,direct,8603497123,,405 Main Street Agendas & Minutes Agendas are available prior to the meetings Minutes are avai,Regular Hours: Monday through Thursday 7:00 am - 2:15 pm,department_page,https://www.middlefieldct.org/262/Planning-Zoning,1.0,0,1
