contact_id,municipality_id,entity_type,name,title,role_normalized,role_family,department,department_normalized,email,email_type,phone,phone_ext,address,hours,page_type,source_url,display_confidence,is_likely_noise,rn
ctc_bf349a9d71b102bd204d,ct_north_branford,role,,Town Clerk,Town Clerk,town_clerk,Town Clerk,Town Clerk,tcoffice@northbranfordct.gov,role_based,2034846015,,"909 Foxon Road North Branford, CT 06471 Phone: 203-484-6015 Fax: 203-484-6025 Hours Monday th","Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Search Discover North Branford Departments Government Business How Do I... Home Departments Town Clerk Town Clerk Welcome to the North Branford Town Clerk’s Office. Our office is committed to providing reliable, courteous, and efficient service to our residents, businesses, and visitors in our community. Below is a list of services offered. Please contact our office if you require additional assistance. List of Services Budget Referendum Code of the Town of North Branford (Charter/Ordinances) Dog licenses Elections/Primaries Election Results Federal/State Representatives Foreclosure Property Registrations General Information Land records Mail - A - Map Marriage licenses Notary Public Notice of Application for Cigarette Dealer/Retailer License Property Check Instructions PropertyCheck Trade Names Veterans Vital Statistics (Birth, Marriage, and Death records) Unlawful Restrictive Covenants Lisa A. Valenti Town Clerk Jennifer Langdon Deputy Town Clerk Vacant : Assistant Registrar of Vital Statistics Town Clerk Email Town Clerk Physical Address 909 Foxon Road North Branford, CT 06471 Phone: 203 - 484 - 6015 Fax: 203 - 484 - 6025 Hours Monday through Friday 8:30 am to 4:30 pm Recordings accepted until 3:30 pm or recorded the next morning Directory Quick Links LN - Ordinance #270 Right - to - Farm Ordinance #270 Right - to - Farm LN - Public Hearing - Proposed Ordinance 2026 - 1, Blight View All /QuickLinks.aspx Budget Referendum Dog licenses Elections/Primaries Election Results Federal/State Representatives Foreclosure Property Registrations General Information Land Records Mail - A - Map North Branford (PDF) Marriage Licenses Notary Public Notice of Application for Cigarette Dealer/Retailer License Ordinances Trade Names Unlawful Restrictive Covenants Veterans Vital Statistics Agendas & Minutes Emergency Notifications Local Resources Employment Online Services Documents Town of North Branford 909 Foxon Road, North Branford, CT 06471 203 - 484 - 6000 Hours: M - F 8:30 - 4:30 Town Charter Economic Development Subscribe to Agendas & Minutes Emergency Notifications Directory /QuickLinks.aspx Home Contact Us Accessibility Site Map Copyright Notices /QuickLinks.aspx Government Websites by CivicPlus®",department_page,https://www.northbranfordct.gov/257/Town-Clerk,1.0,0,1
ctc_0a5e82aab8608a27548b,ct_north_branford,person,Animal Control,Town Manager,Town Manager,chief_executive,,Town Manager,ehiggins@easthaven-ct.gov,direct,2034842703,,"189 Commerce Street, East Haven, CT 06512 (203) 468-3249 Contact Us Animal Control Email Animal Con","Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Search Discover North Branford Departments Government Business How Do I... Home Departments Animal Control Animal Control NB served by East Haven Animal Control as of September 1, 2023 Animal Control services for the Town of North Branford will be handled by the Town of East Haven effective September 1, 2023. Calls for animal control services in Northford and North Branford should go to North Branford's dispatch - 203 - 484 - 2703 for non - emergency, and 911 for emergency calls. The East Haven Animal Shelter can be reached directly at 203 - 468 - 3249. Their website is easthavenanimalshelter.com North Branford Town Manager Michael Downes visits the East Haven Animal Shelter on September 1, 2023, the first day of East Haven taking over animal control services for NB. L - R: Town Manager Michael Downes, East Haven ACO Emily Higgins holding Reese, and East Haven Mayor Joseph Carfora. North Branford Awards East Haven Animal Shelter Contract The Towns of North Branford and East Haven are pleased to announce the merger between North Branford and The East Haven Animal Shelter. North Branford does not have its own shelter and had previously contracted with the Town of Branford for these services. The North Branford Town Council voted to approve the agreement at their July 18th meeting. This move signifies a promising collaboration between the two municipalities. The agreement sets the cost of services to North Branford at $135, 000 annually for the first two years and increases by 4% annually thereafter. Additionally, the two towns agree to review call volume to North Branford after the first year of the agreement and assess if the services are accurately reflected in the charges. East Haven will take over ACO services for North Branford effective September 1, 2023. Under the terms of the previous animal control agreement with Branford, North Branford was set to spend $175, 000 on service with an additional outlay of over $1 million in capital funds for the facility in Branford. “This move will keep North Branford in the hands of a top - notch, professional animal control operation that highly values animal welfare and care, ” said North Branford Town Manager Michael Downes. “The North Branford Town Council’s approval of this agreement will save North Branford taxpayers over $40, 000 per year and eliminate the need for any capital expenditure.” East Haven’s Animal Control Officer Emily Higgins commented, “This collaboration represents a leap forward in animal welfare and community development for both towns. By centralizing animal care services, we can better allocate resources, enhance adoption programs, expand access to affordable veterinary care and most importantly, conduct educational outreach to raise awareness about responsible pet ownership.” North Branford council member Nick Palladino referred to his previous work with East Haven’s beloved Animal Control Officer Owen Little by saying, “I know how East Haven operates and I know how Owen Little operates, he (Owen) has such ties to the shelter, that he retired and still works part time.” Little appreciated the sentiment saying, “I’m humbled by the kind words from the North Branford Town Council and look forward to actively engaging with their residents as well.” You can find them on the web at East Haven Animal Control 189 Commerce St, East Haven, CT 06512 (203) 468 - 3249 Contact Us Animal Control Email Animal Control Physical Address View Map 183 Commerce Street East Haven, CT 06512 183 Commerce Street East Haven CT 06512 Directions Phone: 203 - 484 - 2703 Directory Animal Control Assessor Building Department Activities Requiring a Building Permit Building Permit Application Submittal, Issuance & Inspection Procedures Building Permit Fees Request for Information Work Exempt From Permit Demolition Central Services - Purchasing Emergency Management Disaster Preparedness Shelter - In - Place Terrorism Alert System Hazard Mitigation Plan Engineering Department Flood Hazard Sanitary Sewers Hazard Mitigation Plan Finance Department Fire Department Health Department Library System Parks, Recreation, & Senior Center Planning & Zoning Department Police Department Probate Court Public Works Registrar of Voters Social Services Tax Department Town Clerk Budget Referendum Dog licenses Elections/Primaries Election Results Federal/State Representatives Foreclosure Property Registrations General Information Land Records Mail - A - Map North Branford (PDF) Marriage Licenses Notary Public Notice of Application for Cigarette Dealer/Retailer License Ordinances Trade Names Unlawful Restrictive Covenants Veterans Vital Statistics Agendas & Minutes Emergency Notifications Local Resources Employment Online Services Documents Town of North Branford 909 Foxon Road, North Branford, CT 06471 203 - 484 - 6000 Hours: M - F 8:30 - 4:30 Town Charter Economic Development Subscribe to Agendas & Minutes Emergency Notifications Directory /QuickLinks.aspx Home Contact Us Accessibility Site Map Copyright Notices /QuickLinks.aspx Government Websites by CivicPlus®",other,https://www.northbranfordct.gov/194/Animal-Control,1.0,0,1
ctc_d2b4dbb258e403203e46,ct_trumbull,person,Stern Village,Tax Assessor,Assessor,assessor,Stern Village Tashua Knolls Golf Course Tax Assessor,Assessor,,unknown,2034525186,,5866 Main Street,,staff_directory,https://www.trumbull-ct.gov/directory.aspx,1.0,0,1
ctc_9c430e259b7e674865b7,ct_trumbull,person,Maria Pires,Director of Finance,Finance Director,finance,,Finance,,unknown,2034525013,,5866 Main Street,Hours Monday through Friday 9:00 AM to 5:00 PM,staff_directory,https://www.trumbull-ct.gov/Directory.aspx?did=11,1.0,0,1
ctc_be0d204d91dce9c45eb7,ct_trumbull,role,,First Selectman,First Selectman,chief_executive,,,firstselectman@trumbull-ct.gov,direct,2034525005,,"2025 August 2025 July 2025 June 2025 January 2025 November 2024 October 2024 September 2024 August 2024 July 2024 June 2024 May 2024 April 2024 Contact Us Vicki A Tesoro First Selectman More Information First Selectman Email First Selectman Physical Address View Map 5866 Main Street Second Floor Trumbull, CT 06611 5866 Main Street Second Floor Trumbull CT 0661","Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Home Government Community Public Safety Economic Development How Do I... Search First Selectman's Golf Classic First Selectman's Golf Classic Sponsors & Supporters Home Government Departments F - L First Selectman First Selectman The First Selectman is the Town's chief elected official under the mayor - council form of government and governs by the rules of the Town Charter. The First Selectman is responsible for the overall safety, economic, health and social welfare of the citizens of Trumbull and oversees all Town departments to ensure quality services are delivered to residents in a professional, efficient, courteous and timely manner. The First Selectman works cohesively with the Town Council and Board of Finance to adopt legislation that constantly improves the quality of life for the residents of Trumbull. Read past and present State of the Town Addresses . Read Media Press Releases from the First Selectman’s Office . Related Information Read First Selectman Vicki Tesoro's Biography . See the list of Previous First Selectmen . First Selectman's Newsletter Residents can subscribe to the First Selectman's Newsletter and receive other important information in the Notify Me section of the website. Newsletter Archive January 2026 September / October 2025 August 2025 July 2025 June 2025 January 2025 November 2024 October 2024 September 2024 August 2024 July 2024 June 2024 May 2024 April 2024 Contact Us Vicki A. Tesoro First Selectman More Information First Selectman Email First Selectman Physical Address View Map 5866 Main Street Second Floor Trumbull, CT 06611 5866 Main Street Second Floor Trumbull CT 06611 Directions Phone: 203 - 452 - 5005 Hours Monday through Friday 9:00 AM to 5:00 PM Closed for legal holidays Directory Agendas & Minutes View & Pay Taxes Citizen Service Request Mental Health Services Subscribe & Notify Me® Trumbull Citizen Alert Contact Us Trumbull Town Hall 5866 Main Street Trumbull, CT 06611 Phone: 203 - 452 - 5000 View Staff Directory Social Media Facebook X Instagram LinkedIn YouTube /QuickLinks.aspx Quick Links Employment Opportunities 2026 Revaluation Hillcrest Middle School Project Memorial Day Parade Proposed Senior/Community Center Project Frequently Asked Questions /QuickLinks.aspx Site Links Home Site Map Contact Us Copyright Notices Accessibility /QuickLinks.aspx Government Websites by CivicPlus®",other,https://www.trumbull-ct.gov/170/First-Selectman,1.0,0,1
ctc_984249eb80beb77a5e0b,ct_trumbull,person,Members Abigail,Zoning Enforcement Officer,Planner,planning_zoning,Planning,Planning & Zoning,afarrell@trumbull-ct.gov,direct,2034525044,,"5866 Main Street Trumbull, CT 06611 Phone: 203-452-5043 View Staff Directory Social Media Facebo",,department_page,https://www.trumbull-ct.gov/436/Planning-Zoning-Commission,1.0,0,1
ctc_b58c771c81cd71fd7e7c,ct_trumbull,person,Assistant Tax,Assistant Tax Collector,Tax Collector,tax_collector,Assistant Tax Collector Phone: Patricia Keane Delinquent & Deferral Tax Clerk,Tax Collector,,unknown,2034525023,,5866 Main Street,"Tax Collector Office Hours Tax Collector office hours are Monday through Friday, 9:00 AM to 5:00 PM.",department_page,https://www.trumbull-ct.gov/280/Tax-Collector,1.0,0,1
ctc_5b5510a4a4331b75bccb,ct_trumbull,role,,Town Clerk,Town Clerk,town_clerk,Town Clerk,Town Clerk,townclerk@trumbull-ct.gov,role_based,2034525037,,"5037 More Information Town Clerk Email Town Clerk Physical Address View Map 5866 Main Street Town Hall - 1st Floor Trumbull, CT 06611 5866 Main Street Town Hall - 1st Floo","Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Home Government Community Public Safety Economic Development How Do I... Search Absentee Ballots Dog Licenses Code of Ethics (PDF) Connecticut Online Voter Registration System Frequently Asked Questions Land Records Online Map Repository Online Map Repository Index Trumbull Municipal Code Trumbull Street Map Voter Registration Lookup Home Government Departments T - Z Town Clerk Town Clerk Service for Process Appeals Please email townclerk@trumbull - ct.gov for Service of Process for Appeals. Responsibilities & History The Town Clerk’s office is the information center for the Town. Responsibilities of the office include, recording real estate transactions and associated land records including liens and changes in title and mortgages. The custodian of the history of the town of Trumbull, the Town Clerk’s office, as Registrar of Vital Statistics, is charged with preservation and maintenance of birth and death certificates, and marriage licenses. Maps and demographic information of the town are also stored and updated by the office for easy access by residents and professionals in search of those materials. Central Repository The Town Clerk’s office, acts as a central repository that posts and stores information for all Town Boards and Commissions as well as listings of Board and Commission members and meeting dates and agendas. Also kept up to date are copies of the Town Charter, Town Code, and Code of Ethics. Copies of lawsuits are also available for perusal. The Town Clerk is also charged with preparing all municipal elections, issuing absentee ballots and accepting election results from the Registrars of Voters. Election Elected every two years in odd numbered year municipal elections, the Town Clerk performs duties and has responsibilities determined by Connecticut State Statutes. The Town Clerk, two assistant town clerks and the account clerk each year handle an increasing volume of walk - in and mail - in requests. Town Clerk’s Office Fees * Effective July 1, 2018, per Public Acts 18 - 136 Description Old Fee New Fee Liquor Permit Fee $2.00 $20.00 Trade Names $10.00 $23.00 Map Filing & Indexing (1) $10.00 $20.00 Map Filing & Indexing (2+) $20.00 $30.00 Notary Public Oath & Comm. Filing $10.00 $20.00 Notary Certification - Apostille $2.00 $5.00 Marriage License Fee $30.00 $50.00 Burial or Burial Transit Removal / Disinterment Permit $3.00 $5.00 Cremation Permit $3.00 $5.00 Contact Us Mary Markham Town Clerk Phone: 203 - 452 - 5037 More Information Town Clerk Email Town Clerk Physical Address View Map 5866 Main Street Town Hall - 1st Floor Trumbull, CT 06611 5866 Main Street Town Hall - 1st Floor Trumbull CT 06611 Directions Phone: 203 - 452 - 5037 Hours Monday through Friday 9:00 AM to 5:00 PM Recordings are accepted until 4:30 pm Closed for legal holidays Powered by Froala Editor Directory Agendas & Minutes View & Pay Taxes Citizen Service Request Mental Health Services Subscribe & Notify Me® Trumbull Citizen Alert Contact Us Trumbull Town Hall 5866 Main Street Trumbull, CT 06611 Phone: 203 - 452 - 5000 View Staff Directory Social Media Facebook X Instagram LinkedIn YouTube /QuickLinks.aspx Quick Links Employment Opportunities 2026 Revaluation Hillcrest Middle School Project Memorial Day Parade Proposed Senior/Community Center Project Frequently Asked Questions /QuickLinks.aspx Site Links Home Site Map Contact Us Copyright Notices Accessibility /QuickLinks.aspx Government Websites by CivicPlus®",department_page,https://www.trumbull-ct.gov/283/Town-Clerk,1.0,0,1
ctc_42581ca626385b8bc33e,ct_trumbull,role,,Treasurer 203-452-5012,Treasurer,finance,Treasurer,Finance,,unknown,2034525012,,5866 Main Street,,staff_directory,https://www.trumbull-ct.gov/directory.aspx,1.0,0,1
ctc_b2ff2dc6144e15db017c,ct_washington,person,Arts Council,Assessor,Assessor,assessor,Arts Council Assessor ADA Coordinator Animal Control Officer,Assessor,,unknown,8608680398,,,,staff_directory,https://www.washingtonct.org/Directory.aspx,1.0,0,1
ctc_76233dc0b2a1e24a87ec,ct_washington,role,,Building Official,Building Official,building,Assistant to the Building Official Email Building Department Email Building Department,Building,alarson@washingtonct.org,direct,8608680844,,,"Contact Us Peter Bowman Building Official Email Peter Bowman Addison Larson Assistant to the Building Official Email Building Department Email Building Department Physical Address Lower Level of Bryan Memorial Town Hall 2 Bryan Hall Plaza Washington Depot, CT 06794 Mailing Address PO Box 383 Washington Depot, CT 06794 Phone: 860 - 868 - 0844 Hours Monday through Friday 10:00 am to 1:00 pm or by chance 8:30 am to 4:00 pm Directory",department_page,https://www.washingtonct.org/1225/Building-Department,1.0,0,1
ctc_f95b99ec60830c3adebf,ct_washington,role,,Finance Director,Finance Director,finance,,Finance,,unknown,8608682259,,,"Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In About Departments Boards & Commissions Community Public Safety Find It Fast Search Home Staff Directory Board of Finance Town of Washington Washington Depot CT 06794 Directions Physical Address: View Map Town of Washington Washington Depot, CT 06794 Mailing Address: PO Box 383 Washington Depot, CT 06794 Phone: 860 - 868 - 2259 Fax: 860 - 868 - 3103 Link: Board of Finance Page Hours of Operation: Mon - Thurs: 9:00 am to 12:00 noon and 1:00 pm to 4:45 pm. Friday 9:00am to 12:00 noon Staff Name Title Email Phone Additional Phone Cornell, Sarah Member Cain, Matthew Member Fernandez, Ashleigh Chairperson Fenton, Elizabeth Member Horan, Patrick Vice Chairperson Andersen, Valerie Alternate Carron, Andrew Alternate Hammond, Joan Member Kauff, Jillian Alternate Kennedy Gomez, Linda Finance Director Return to Staff Directory Live Edit Minutes & Agendas Explore Washington Online Permitting Pay Town Taxes Online e - Subscribe Staff Directory Town of Washington 2 Bryan Plaza Washington Depot, CT 06794 Phone: 860 - 868 - 2259 Home Site Map Accessibility Copyright Notices Privacy Policy /QuickLinks.aspx Government Websites by CivicPlus®",staff_directory,https://www.washingtonct.org/Directory.aspx?did=39,0.9800000000000001,0,1
ctc_f22fd8c30079dc2a33be,ct_washington,role,,first selectman,First Selectman,chief_executive,,,,unknown,8608682259,,383 Washington Depot CT 06794 Directions Physical Address: View Map Town of Washington PO Box 383 Washi,"Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In About Departments Boards & Commissions Community Public Safety Find It Fast Search Home Staff Directory Board of Selectmen Town of Washington PO Box 383 Washington Depot CT 06794 Directions Physical Address: View Map Town of Washington PO Box 383 Washington Depot, CT 06794 Phone: (860) 868 - 2259 Fax: (860) 868 - 3103 Link: Office of the first selectman Page Hours of Operation: Monday through Friday: 9 am to 12:30 pm and 1 pm to 4:45 pm Staff Name Title Email Phone Additional Phone Anne Greene, Mary Administrative Assistant Hammond, Jeffrey Human Resources Kennedy Gomez, Linda Finance Director Reale, Amanda Administrative Assistant Hubelbank, Jay Selectman L. Brinton, James First Selectman 860 - 868 - 2259 Sarjeant, Dean Selectman Return to Staff Directory Live Edit Minutes & Agendas Explore Washington Online Permitting Pay Town Taxes Online e - Subscribe Staff Directory Town of Washington 2 Bryan Plaza Washington Depot, CT 06794 Phone: 860 - 868 - 2259 Home Site Map Accessibility Copyright Notices Privacy Policy /QuickLinks.aspx Government Websites by CivicPlus®",staff_directory,https://www.washingtonct.org/Directory.aspx?did=47,1.0,0,1
ctc_584ec873f0a9700b8c0e,ct_washington,department_contact,,,Land Use,planning_zoning,Zoning Commission Land Use Department,Planning & Zoning,,unknown,8608680423,,,,staff_directory,https://www.washingtonct.org/Directory.aspx,0.9400000000000001,0,1
ctc_8e3b3b0b6aabef687f6e,ct_washington,person,Lake Waramaug Authority,,Planner,planning_zoning,Lake Waramaug Authority Open Burning Official Parks and Recreation Commission Planning Commission,Planning & Zoning,,unknown,8608687212,,,,staff_directory,https://www.washingtonct.org/Directory.aspx,1.0,0,1
ctc_04474c06068a05a6b8c6,ct_washington,role,,Tax Collector,Tax Collector,tax_collector,"Donna W. Alex, CCMC Tax Collector Donna W. Alex, CCMC's Email Phone",Tax Collector,tax@washingtonct.org,role_based,8608687796,,"06794 Main Level of Bryan Memorial Town Hall Washington Depot CT 06794 Directions Mailing Address 2 Bryan Plaza PO Box 383 Washington Depot, CT","Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In About Departments Boards & Commissions Community Public Safety Find It Fast Search Building and Driveway Permits and Health Department Tax Verification Forms CT DMV FAQ Sheet CT State Statutes Regarding Tax Collection Connecticut Tax Sales DMV Delinquent Tax Release Did You Get Rid of a Vehicle? Tax Collector's Legal Notice Tax Due Dates Tax Lookup and Pay Online Transfer Station Stickers Washington Tax Dollars at Work Home Departments Tax Collector Tax Collector Staff Donna W. Alex, CCMC, Tax Collector Phone (860) 868 - 7796 Katherine Anderson, Assistant Phone (860) 868 - 7796 Overview The Washington Tax Collector is responsible for billing and collecting municipal property taxes of real estate, personal property, and motor vehicles in accordance with Connecticut State Statutes. Taxes are billed and collected semi - annually (July and January) on real estate and annually (July) on motor vehicles and personal property. Supplemental Motor Vehicle tax bills are due January 1. Our goal is to help maintain the fiscal health of the Town of Washington by ensuring timely collections through the proper implementation of CT statutes. Transfer Station Stickers are issued by the tax office as well as the Transfer Station on Clark Road. Building and Driveway Permits must be verified by the Tax Collector to ensure that there are no delinquent property taxes. Health Department Licenses must be verified by the Tax Collector to ensure that there are no delinquent personal property taxes on the business enterprise. Please submit the tax verification forms directly to the respective departments, and they will contact the tax office for verification. There is no need to come into the tax office for verification. Payment Options - Save Time, Avoid the Lines Online here Drop Box - black, metal box beside the town hall central doors. Absolutely NO CASH. Place check, including phone number and payment coupon, in a sealed envelope. Please call ahead for cash payments. Mail with postmark: Tax Collector, Town of Washington, P.O. Box 383, Washington Depot, CT 06794. Request a postmark at a U.S.P.S. counter. Check payable to Town of Washington, include phone number and payment coupon. Your cancelled check is your receipt. Enclose a self - addressed, stamped envelope and “Taxpayer’s Copy” of the payment coupon for a hand - stamped receipt. Proofread your check carefully—numeric and written amounts (legal line) agree, correct date, and signature. Incorrectly written checks and postdated checks cannot be processed. Contact Us Donna W. Alex, CCMC Tax Collector Donna W. Alex, CCMC's Email Phone: (860) 868 - 7796 Tax Collector Physical Address View Map Main Level of Bryan Memorial Town Hall Washington Depot, CT 06794 Main Level of Bryan Memorial Town Hall Washington Depot CT 06794 Directions Mailing Address 2 Bryan Plaza PO Box 383 Washington Depot, CT 06794 Phone: (860) 868 - 7796 Fax: (860) 868 - 3103 Hours of Operation Mon - Thur: 9 - 12, 1 - 4:30 Fri: 9 - 12 Directory Minutes & Agendas Explore Washington Online Permitting Pay Town Taxes Online e - Subscribe Staff Directory Town of Washington 2 Bryan Plaza Washington Depot, CT 06794 Phone: 860 - 868 - 2259 Home Site Map Accessibility Copyright Notices Privacy Policy /QuickLinks.aspx Government Websites by CivicPlus®",department_page,https://www.washingtonct.org/1206/Tax-Collector,1.0,0,1
ctc_87df055351636a272cef,ct_washington,person,of Vital Statistics,Town Clerk,Town Clerk,town_clerk,"Mildred Johnson, CCTC Town Clerk, Registrar of Vital Statistics More Information",Town Clerk,mjohnson@washingtonct.org,direct,8608682786,,"06794 Bryan Memorial Town Hall 2 Bryan Plaza Washington Depot CT 06794 Directions Mailing Address PO Box 383 Washington Depot, CT 06794 Phone:","Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In About Departments Boards & Commissions Community Public Safety Find It Fast Search 2026 Region #12 Budget Referendum About Office of the Town Clerk Absentee Ballots Annual Reports Dog Licenses Online Land Records Search Previous Election & Town Referendum Results Town Meetings Town Ordinances Trade Name Vital Statistics Home Departments Town Clerk Town Clerk In Loving Memory of Sheila M. Anson Washington Town Clerk, 1998 - 2025 ""God Bless You, God Bless Washington, and God Bless America."" **ONLINE FRAUD ALERT** With Fraud Alert, you can sign up to receive alerts whenever a document, such as a deed or mortgage, is recorded under your name. Documents can be viewed online or at the Clerk’s Office. You can sign up now at Click Here . Please note that there may be other property owners in the town that share the same name. Mission To faithfully record, file, maintain, and preserve the public records of the Town of Washington in accordance with the code of professional ethics, resulting in public confidence and respect for the government. Staff Mildred Johnson, CCTC, Town Clerk, Registrar of Vital Statistics Nicole Caldara, Assistant Town Clerk, Assistant Registrar of Vital Statistics Pamela L Osborne, Assistant Town Clerk, Assistant Registrar of Vital Statistics Contact Us Mildred Johnson, CCTC Town Clerk, Registrar of Vital Statistics mjohnson@washingtonct.org More Information Town Clerk Physical Address View Map Bryan Memorial Town Hall 2 Bryan Plaza Washington Depot, CT 06794 Bryan Memorial Town Hall 2 Bryan Plaza Washington Depot CT 06794 Directions Mailing Address PO Box 383 Washington Depot, CT 06794 Phone: (860) 868 - 2786 Hours of Operation Regular Hours Monday thru Thursday: 9:00am - 4:30pm *closed for lunch 12:30 - 1:00pm Friday: 9:00am - 12:00pm Directory Minutes & Agendas Explore Washington Online Permitting Pay Town Taxes Online e - Subscribe Staff Directory Town of Washington 2 Bryan Plaza Washington Depot, CT 06794 Phone: 860 - 868 - 2259 Home Site Map Accessibility Copyright Notices Privacy Policy /QuickLinks.aspx Government Websites by CivicPlus®",department_page,https://www.washingtonct.org/1205/Town-Clerk,1.0,0,1
ctc_9588a251a3879462c856,ct_washington,person,Senior Center,Treasurer,Treasurer,finance,,Finance,,unknown,8608680735,,,,staff_directory,https://www.washingtonct.org/Directory.aspx,1.0,0,1
ctc_2602beb67abb0b768f97,ct_windham,role,,Assessor,Assessor,assessor,Hampton Assessor’s phone number: and,Assessor,assessor@chaplinct.org,role_based,8604559132,5,10 Dan Road - Dock # 2,"Office Hours Mon, Tues & Wed 8 am to 4:30 pm; Thurs 8 am to 7:00 pm; Fri, Sat & Sun Closed",other,https://www.windhamct.gov/199/Revenue-Office,1.0,0,1
ctc_ade1a2e32ca787a0d963,ct_windham,department_contact,,,Building Official,building,Zoning Board of Appeals Building Services - Land Use Code Enforcement & Zoning Office Revenue Office,Building,,unknown,8604653040,,979 Main Street,,staff_directory,https://www.windhamct.gov/Directory.aspx,0.9500000000000001,0,1
ctc_34d097487c716a7a8078,ct_windham,person,Matthew Vertefeuille,First Selectman,First Selectman,chief_executive,Planning,Planning & Zoning,codedirector@windhamct.com,direct,8604653070,,"2025 Droughts Windham PRIDE Town Managers Corner Employment Pay Online Report a Concern Contact Us Windham Town Hall 979 Main Street, Willimantic, CT Phone: 860-465-3000 Fax: 860-465-3012 Quick Links Tow",,department_page,https://www.windhamct.gov/207/PlanningLand-Use,1.0,0,1
ctc_809a83ec327c7eb095df,ct_windham,role,,Mayor Tom,Mayor,chief_executive,,Mayor's Office,,unknown,8604232357,,979 Main Street,"Auditorium, on Thursdays at 5:30 pm.",other,https://www.windhamct.gov/205/Mayor---Town-of-Windham,0.798,0,1
ctc_03723ba2ab562c2c41a6,ct_windham,person,Windham CT,Zoning Enforcement Officer,Planner,planning_zoning,Planning,Planning & Zoning,,unknown,8604653070,,"979 Main Street, Willimantic, CT 06226 Or contact the Zoning Enforcement Officer at 860-465-3",,department_page,https://www.windhamct.gov/463/Planning-Zoning-Commission,1.0,0,1
ctc_534b453eb5b499756974,ct_windham,role,,Town Clerk,Town Clerk,town_clerk,Patricia Spruance Town Clerk Email Patricia Spruance,Town Clerk,pspruance@windhamct.gov,direct,8604653013,,"979 Main Street PO Box 94 Willimantic, CT 06226 Phone: 860-465-3013 Directory Correna Bibeau A",,department_page,https://www.windhamct.gov/211/Town-Clerks-office,1.0,0,1
ctc_c997b8e66134c4401fc6,ct_windham,person,Confidential Secretary,Town Manager,Town Manager,chief_executive,,Town Manager,aperez@windhamct.gov,direct,8604653007,,"3006 Meet Our Town Manager Town of Windham Cemetery Windham Pistol Permit application Town Managers Corner Employment Pay Online Report a Concern Contact Us Windham Town Hall 979 Main Street, Willimantic, CT Phone: 860-465-3000 Fax: 860-465-3012 Quick Links Tow","This is a full - time exempt position; 38.5 hours/week; Monday - Wednesday, 8:00am to 5:00pm, Thursday, 8:00am to 7:30pm; Salary $114, 081.",other,https://www.windhamct.gov/212/Town-Managers-Office,1.0,0,1
